,Year,NOC,Sport,sport_num,isHost,TeamNum,AvgGoldRate,AvgMedalRate,medal_sport,gold_sport
76,1924,FRA,DIV,5,1,12,0.0,0.0,0,0
77,1924,FRA,BOX,8,1,16,0.0666666666666666,0.2,1,0
78,1924,FRA,WLF,5,1,14,0.2,0.3,2,2
79,1924,FRA,GAR,9,1,72,0.0,0.875,13,1
80,1924,FRA,MPN,1,1,4,0.0,0.0,0,0
81,1924,FRA,WPO,1,1,7,0.0,0.0,7,7
82,1924,BEL,FEN,7,0,29,0.0,0.1627906976744186,14,1
83,1924,BEL,SHO,10,0,27,0.0,0.1016949152542373,0,0
84,1924,BEL,ATH,27,0,21,0.0,0.0,0,0
85,1924,BEL,FBL,1,0,11,1.0,1.0,0,0
86,1924,BEL,BOX,8,0,10,0.0,0.0,2,1
87,1924,BEL,WLF,5,0,8,0.1428571428571428,0.4285714285714285,0,0
88,1924,BEL,WPO,1,0,11,0.0,1.0,11,0
89,1924,BEL,SWM,11,0,6,0.0,0.0588235294117647,1,0
90,1924,BEL,EDR,1,0,19,0.1481481481481481,0.4444444444444444,0,0
91,1924,BEL,CRD,2,0,18,0.0416666666666666,0.2083333333333333,9,0
92,1924,BEL,WRF,7,0,17,0.0,0.0,1,0
93,1924,BEL,ROW,7,0,17,0.0,0.0,0,0
94,1924,BEL,MPN,1,0,4,0.027027027027027,0.0694980694980695,0,0
95,1924,BEL,SAL,3,0,9,0.2142857142857142,0.7857142857142857,1,1
96,1924,BEL,TEN,5,0,18,0.0,0.0,0,0
97,1924,BEL,DIV,5,0,3,0.0,0.0,0,0
98,1924,HUN,FBL,1,0,11,0.0,0.0,0,0
99,1924,HUN,WRF,7,0,12,0.0,0.0,2,0
100,1924,HUN,SWM,11,0,6,0.0,0.0,1,0
101,1924,HUN,WPO,1,0,8,0.0,0.0,0,0
102,1924,HUN,ATH,27,0,26,0.0,0.0,1,0
103,1924,HUN,FEN,7,0,19,0.0,0.0,15,1
104,1924,HUN,TEN,5,0,11,0.0,0.0,0,0
105,1924,HUN,CRD,2,0,6,0.0,0.0,0,0
106,1924,HUN,SHO,10,0,31,0.0,0.0,1,1
107,1924,HUN,ROW,7,0,7,0.0,0.0,0,0
108,1924,HUN,BOX,8,0,1,0.0,0.0,0,0
109,1924,POL,ATH,27,0,24,0.0,0.0,0,0
110,1924,POL,FEN,7,0,6,0.0,0.0,0,0
111,1924,POL,FBL,1,0,11,0.0,0.0,0,0
112,1924,POL,SHO,10,0,13,0.0,0.0,0,0
113,1924,POL,SAL,3,0,1,0.0,0.0,0,0
114,1924,POL,ROW,7,0,6,0.0,0.0,0,0
115,1924,POL,EDR,1,0,16,0.0,0.0,1,0
116,1924,POL,BOX,8,0,5,0.0,0.0,0,0
117,1924,POL,CRD,2,0,16,0.0,0.0,4,0
118,1924,POL,WRF,7,0,2,0.0,0.0,0,0
119,1924,AUT,DIV,5,0,3,0.0,0.0,0,0
120,1924,AUT,WLF,5,0,15,0.0,0.0,4,0
121,1924,AUT,BOX,8,0,3,0.0,0.0,0,0
122,1924,AUT,SHO,10,0,10,0.0,0.0,0,0
123,1924,AUT,WRF,7,0,8,0.0,0.0,0,0
124,1924,AUT,FEN,7,0,8,0.0,0.0,0,0
125,1924,AUT,ATH,27,0,7,0.0,0.0,0,0
126,1924,AUT,EDR,1,0,2,0.0,0.0,0,0
127,1924,SWE,DIV,5,0,14,0.0625,0.3125,2,0
128,1924,SWE,FBL,1,0,18,0.0,0.0,18,0
129,1924,SWE,WPO,1,0,8,0.0,1.0,0,0
130,1924,SWE,SHO,10,0,42,0.0126582278481012,0.4430379746835443,10,0
131,1924,SWE,BOX,8,0,5,0.047029702970297,0.1584158415841584,0,0
132,1924,SWE,EDR,1,0,20,0.3,0.5333333333333333,10,5
133,1924,SWE,MPN,1,0,4,0.25,0.75,3,1
134,1924,SWE,SWM,11,0,29,0.074074074074074,0.2962962962962963,12,0
135,1924,SWE,ATH,27,0,57,0.0092592592592592,0.2407407407407407,8,0
136,1924,SWE,CRD,2,0,8,0.125,0.625,4,0
137,1924,SWE,WRF,7,0,18,0.2,0.4,4,1
138,1924,SWE,WLF,5,0,5,0.0,0.3333333333333333,0,0
139,1924,SWE,FEN,7,0,12,0.0,0.0,1,0
140,1924,SWE,TEN,5,0,12,0.0,0.0,0,0
141,1924,SWE,SAL,3,0,4,0.6363636363636364,1.0,0,0
142,1924,NED,FEN,7,0,31,0.0,0.2222222222222222,6,0
143,1924,NED,BOX,8,0,9,0.0,0.0,0,0
144,1924,NED,DIV,5,0,8,0.0187793427230046,0.0516431924882629,0,0
145,1924,NED,SWM,11,0,18,0.0,0.0,0,0
146,1924,NED,ROW,7,0,17,0.0,0.0,2,2
147,1924,NED,WPO,1,0,7,0.0,0.0,0,0
148,1924,NED,ATH,27,0,35,0.0,0.0,4,0
149,1924,NED,CRD,2,0,18,0.0416666666666666,0.1666666666666666,4,1
150,1924,NED,TEN,5,0,11,0.0187793427230046,0.0516431924882629,2,0
151,1924,NED,SHO,10,0,13,0.0,0.0,0,0
152,1924,NED,FBL,1,0,19,0.0,1.0,0,0
153,1924,NED,SAL,3,0,4,0.75,1.0,3,0
154,1924,NED,WRF,7,0,8,0.0,0.0,0,0
155,1924,NED,EDR,1,0,9,0.0,0.0,5,5
156,1924,NED,MPN,1,0,4,0.0187793427230046,0.0516431924882629,0,0
157,1924,NED,WLF,5,0,3,0.0,0.0,0,0
158,1924,EGY,SHO,10,0,1,0.0,0.0,0,0
159,1924,EGY,FEN,7,0,3,0.0,0.0,0,0
160,1924,EGY,FBL,1,0,12,0.0,0.0,0,0
161,1924,EGY,ATH,27,0,2,0.0,0.0,0,0
162,1924,EGY,BOX,8,0,1,0.0,0.0,0,0
163,1924,EGY,CRD,2,0,5,0.0,0.0,0,0
164,1924,EGY,WRF,7,0,2,0.0,0.0,0,0
165,1924,EGY,WLF,5,0,1,0.0,0.0,0,0
166,1924,MEX,ATH,27,0,21,0.0,0.0,0,0
167,1924,MEX,TEN,5,0,4,0.0,0.0,0,0
168,1924,MEX,SHO,10,0,3,0.0,0.0,0,0
169,1924,ARG,SAL,3,0,6,0.0,0.0,0,0
170,1924,ARG,ROW,7,0,9,0.0,0.0,0,0
171,1924,ARG,SHO,10,0,8,0.0,0.0,0,0
172,1924,ARG,SWM,11,0,6,0.0,0.0,0,0
173,1924,ARG,WLF,5,0,3,0.0,0.0,0,0
174,1924,ARG,FEN,7,0,24,0.0,0.0,0,0
175,1924,ARG,ATH,27,0,16,0.0,0.0,1,0
176,1924,ARG,BOX,8,0,10,0.0,0.0,4,0
177,1924,ARG,TEN,5,0,8,0.0,0.0,0,0
178,1924,ARG,CRD,2,0,14,0.0,0.0,0,0
179,1924,TUR,WRF,7,0,5,0.0,0.0,0,0
180,1924,TUR,FEN,7,0,1,0.0,0.0,0,0
181,1924,TUR,FBL,1,0,11,0.0,0.0,0,0
182,1924,TUR,ATH,27,0,5,0.0,0.0,0,0
183,1924,TUR,WLF,5,0,1,0.0,0.0,0,0
184,1924,ITA,ATH,27,0,55,0.0444444444444444,0.0888888888888888,2,1
185,1924,ITA,FBL,1,0,13,0.0,0.0,0,0
186,1924,ITA,EDR,1,0,16,0.0588235294117647,0.5882352941176471,5,0
187,1924,ITA,WPO,1,0,7,0.0,0.0,0,0
188,1924,ITA,FEN,7,0,28,0.574468085106383,0.5957446808510638,14,8
189,1924,ITA,SWM,11,0,7,0.0,0.0,0,0
190,1924,ITA,ROW,7,0,17,0.5,0.8333333333333334,12,0
191,1924,ITA,SHO,10,0,24,0.0,0.0,0,0
192,1924,ITA,BOX,8,0,16,0.0,0.2,0,0
193,1924,ITA,TEN,5,0,11,0.0,0.0,1,0
194,1924,ITA,WRF,7,0,17,0.0,0.0,0,0
195,1924,ITA,WLF,5,0,15,0.2,0.4,3,3
196,1924,ITA,CRD,2,0,17,0.2,0.2,4,4
197,1924,ITA,GAR,9,0,72,0.875,0.875,10,9
198,1924,ITA,DIV,5,0,1,0.0,0.0,0,0
199,1924,ITA,MPN,1,0,4,0.0,0.0,0,0
200,1924,ITA,SAL,3,0,3,0.0446735395189003,0.0790378006872852,0,0
201,1924,USA,FEN,7,0,35,0.0,0.1351351351351351,0,0
202,1924,USA,ATH,27,0,112,0.1333333333333333,0.3,48,18
203,1924,USA,WPO,1,0,9,0.0,0.0,9,0
204,1924,USA,SHO,10,0,43,0.4339622641509434,0.6037735849056604,21,14
205,1924,USA,MPN,1,0,4,0.0,0.0,0,0
206,1924,USA,EDR,1,0,16,0.0,0.0,1,0
207,1924,USA,SWM,11,0,34,0.35,0.55,26,16
208,1924,USA,DIV,5,0,15,0.1578947368421052,0.4210526315789473,11,4
209,1924,USA,CRD,2,0,11,0.0,0.0,0,0
210,1924,USA,BOX,8,0,16,0.1875,0.25,6,2
211,1924,USA,FBL,1,0,13,0.0866807610993657,0.200845665961945,0,0
212,1924,USA,ROW,7,0,20,0.7058823529411765,1.0,20,11
213,1924,USA,RU7,0,0,19,1.0,1.0,19,19
214,1924,USA,WRF,7,0,14,0.05,0.3,6,4
215,1924,USA,TEN,5,0,20,0.0866807610993657,0.200845665961945,10,8
216,1924,USA,GAR,9,0,72,0.0,0.0,1,1
217,1924,CUB,FEN,7,0,10,0.0,0.0,0,0
218,1924,CUB,SAL,3,0,3,0.0,0.0,0,0
219,1924,ESP,TEN,5,0,16,0.0,0.0,0,0
220,1924,ESP,EDR,1,0,8,0.0,0.018018018018018,0,0
221,1924,ESP,SAL,3,0,4,0.0,0.018018018018018,0,0
222,1924,ESP,ATH,27,0,32,0.0,0.0,0,0
223,1924,ESP,ROW,7,0,14,0.0,0.018018018018018,0,0
224,1924,ESP,WPO,1,0,7,0.0,0.0,0,0
225,1924,ESP,BOX,8,0,7,0.0,0.018018018018018,0,0
226,1924,ESP,SWM,11,0,7,0.0,0.0,0,0
227,1924,ESP,FBL,1,0,11,0.0,1.0,0,0
228,1924,ESP,FEN,7,0,28,0.0,0.018018018018018,0,0
229,1924,ESP,SHO,10,0,1,0.0,0.0,0,0
230,1924,ESP,DIV,5,0,5,0.0,0.018018018018018,0,0
231,1924,ESP,WRF,7,0,4,0.0,0.018018018018018,0,0
232,1924,LUX,WLF,5,0,4,0.0,0.3333333333333333,0,0
233,1924,LUX,FBL,1,0,11,0.0,0.0,0,0
234,1924,LUX,SWM,11,0,4,0.0,0.0,0,0
235,1924,LUX,WRF,7,0,2,0.0,0.0,0,0
236,1924,LUX,GAR,9,0,72,0.0,0.0285714285714285,0,0
237,1924,LUX,BOX,8,0,6,0.0,0.0285714285714285,0,0
238,1924,LUX,CRD,2,0,9,0.0,0.0,0,0
239,1924,LUX,ATH,27,0,9,0.0,0.0,0,0
240,1924,LUX,TEN,5,0,1,0.0,0.0285714285714285,0,0
241,1924,GRE,SHO,10,0,16,0.0,0.1041666666666666,0,0
242,1924,GRE,WPO,1,0,7,0.0,0.0,0,0
243,1924,GRE,ATH,27,0,27,0.0,0.0,0,0
244,1924,GRE,FEN,7,0,14,0.0,0.0,0,0
245,1924,GRE,BOX,8,0,1,0.0,0.010204081632653,0,0
246,1924,GRE,TEN,5,0,7,0.0,0.0,0,0
247,1924,GRE,WRF,7,0,2,0.0,0.0,0,0
248,1924,GRE,SWM,11,0,3,0.0,0.010204081632653,0,0
249,1924,DEN,CRD,2,0,12,0.0,0.0,2,0
250,1924,DEN,WRF,7,0,16,0.0,0.2,0,0
251,1924,DEN,TEN,5,0,11,0.0,0.0,0,0
252,1924,DEN,FEN,7,0,28,0.0,0.0,2,1
253,1924,DEN,MPN,1,0,3,0.0,0.0,0,0
254,1924,DEN,SAL,3,0,4,0.0121951219512195,0.0528455284552845,3,0
255,1924,DEN,SHO,10,0,14,0.0892857142857142,0.125,1,0
256,1924,DEN,DIV,5,0,5,0.1666666666666666,0.1666666666666666,0,0
257,1924,DEN,ATH,27,0,19,0.0,0.0285714285714285,0,0
258,1924,DEN,EDR,1,0,1,0.0121951219512195,0.0528455284552845,1,0
259,1924,DEN,BOX,8,0,8,0.0,0.25,3,1
260,1924,DEN,SWM,11,0,9,0.0121951219512195,0.0528455284552845,0,0
261,1924,URU,FBL,1,0,14,0.0,0.0,14,14
262,1924,URU,FEN,7,0,20,0.0,0.0,0,0
263,1924,URU,BOX,8,0,5,0.0,0.0,0,0
264,1924,AUS,WRF,7,0,1,0.0,0.1034482758620689,0,0
265,1924,AUS,ATH,27,0,18,0.0,0.125,1,1
266,1924,AUS,TEN,5,0,4,0.0,0.0,0,0
267,1924,AUS,SWM,11,0,15,0.0,0.375,8,1
268,1924,AUS,CRD,2,0,6,0.0,0.0,0,0
269,1924,AUS,ROW,7,0,10,0.0,0.1034482758620689,0,0
270,1924,AUS,DIV,5,0,2,0.0,0.0,1,1
271,1924,AUS,BOX,8,0,3,0.0,0.1034482758620689,0,0
272,1924,CZE,WPO,1,0,9,0.0,0.0,0,0
273,1924,CZE,SWM,11,0,16,0.0,0.0,0,0
274,1924,CZE,DIV,5,0,2,0.0,0.0,0,0
275,1924,CZE,FEN,7,0,10,0.0,0.0,0,0
276,1924,CZE,WRF,7,0,9,0.0,0.0,0,0
277,1924,CZE,CRD,2,0,15,0.0,0.0,0,0
278,1924,CZE,EDR,1,0,18,0.0,0.0,0,0
279,1924,CZE,SAL,3,0,1,0.0,0.0,0,0
280,1924,CZE,SHO,10,0,39,0.0,0.0,0,0
281,1924,CZE,FBL,1,0,19,0.0,0.0,0,0
282,1924,CZE,WLF,5,0,6,0.0,0.0,1,0
283,1924,CZE,ATH,27,0,23,0.0,0.0,0,0
284,1924,CZE,TEN,5,0,8,0.0,0.1666666666666666,0,0
285,1924,CZE,GAR,9,0,62,0.0,0.0,9,1
286,1924,CZE,MPN,1,0,2,0.0,0.0,0,0
287,1924,LTU,CRD,2,0,2,0.0,0.0,0,0
288,1924,LTU,FBL,1,0,11,0.0,0.0,0,0
289,1924,EST,ATH,27,0,16,0.0,0.0769230769230769,1,0
290,1924,EST,FBL,1,0,11,0.05,0.15,0,0
291,1924,EST,WLF,5,0,8,0.3333333333333333,0.6666666666666666,3,0
292,1924,EST,WRF,7,0,11,0.0,0.0,2,1
293,1924,EST,BOX,8,0,1,0.05,0.15,0,0
294,1924,LAT,CRD,2,0,6,0.0,0.0,0,0
295,1924,LAT,FBL,1,0,11,0.0,0.0,0,0
296,1924,LAT,WRF,7,0,6,0.0,0.0,0,0
297,1924,LAT,ATH,27,0,19,0.0,0.0,0,0
298,1924,LAT,BOX,8,0,1,0.0,0.0,0,0
299,1924,LAT,WLF,5,0,4,0.0,0.0,0,0
300,1924,YUG,SWM,11,0,9,0.0,0.0,0,0
301,1924,YUG,FBL,1,0,11,0.0,0.0,0,0
302,1924,YUG,GAR,9,0,72,0.0,0.0,2,2
303,1924,YUG,CRD,2,0,8,0.0,0.0,0,0
304,1924,YUG,TEN,5,0,1,0.0,0.0,0,0
305,1924,YUG,ATH,27,0,6,0.0,0.0,0,0
306,1924,YUG,WRF,7,0,2,0.0,0.0,0,0
307,1924,YUG,EDR,1,0,1,0.0,0.0,0,0
308,1924,HAI,ATH,27,0,7,0.0,0.0,0,0
309,1924,HAI,SHO,10,0,9,0.0,0.0,5,0
310,1924,ROU,RU7,0,0,16,0.0,0.0,16,0
311,1924,ROU,FBL,1,0,11,0.0,0.0,0,0
312,1924,ROU,SHO,10,0,13,0.0,0.0,0,0
313,1924,ROU,TEN,5,0,5,0.0,0.0,0,0
314,1924,CAN,ATH,27,0,40,0.0454545454545454,0.0454545454545454,0,0
315,1924,CAN,SHO,10,0,9,0.0,0.0,6,0
316,1924,CAN,BOX,8,0,9,0.125,0.625,1,0
317,1924,CAN,ROW,7,0,14,0.0,0.0,13,0
318,1924,CAN,SWM,11,0,3,0.0,0.2857142857142857,0,0
319,1924,CAN,WRF,7,0,5,0.0,0.0,0,0
320,1924,CAN,CRD,2,0,2,0.0,0.0,0,0
321,1924,CAN,SAL,3,0,1,0.0352941176470588,0.1058823529411764,0,0
322,1924,RSA,ATH,27,0,20,0.0357142857142857,0.2142857142857142,2,0
323,1924,RSA,BOX,8,0,4,0.1428571428571428,0.1428571428571428,1,1
324,1924,RSA,SHO,10,0,9,0.0,0.1428571428571428,0,0
325,1924,RSA,TEN,5,0,6,0.125,0.25,0,0
326,1924,RSA,SAL,3,0,1,0.0309278350515463,0.1030927835051546,0,0
327,1924,RSA,CRD,2,0,2,0.0,0.4375,0,0
328,1924,IRL,WPO,1,0,7,0.0,0.0,0,0
329,1924,IRL,ATH,27,0,13,0.0,0.0,0,0
330,1924,IRL,TEN,5,0,12,0.0,0.0,0,0
331,1924,IRL,BOX,8,0,7,0.0,0.0,0,0
332,1924,IRL,FBL,1,0,12,0.0,0.0,0,0
333,1924,POR,SHO,10,0,17,0.0,0.0,0,0
334,1924,POR,SAL,3,0,1,0.0,0.0,0,0
335,1924,POR,FEN,7,0,14,0.0,0.0,0,0
336,1924,POR,EDR,1,0,8,0.0,0.0,4,0
337,1924,POR,ATH,27,0,4,0.0,0.0,0,0
338,1924,POR,SWM,11,0,1,0.0,0.0,0,0
339,1924,POR,WLF,5,0,1,0.0,0.0,0,0
340,1924,POR,TEN,5,0,1,0.0,0.0,0,0
341,1924,BRA,ROW,7,0,2,0.0,0.0,0,0
342,1924,BRA,ATH,27,0,14,0.0263157894736842,0.0789473684210526,0,0
343,1924,BRA,SHO,10,0,1,0.05,0.35,0,0
344,1924,JPN,TEN,5,0,8,0.0,0.75,0,0
345,1924,JPN,SWM,11,0,14,0.0,0.0,0,0
346,1924,JPN,ATH,27,0,13,0.0,0.0,0,0
347,1924,JPN,WRF,7,0,2,0.0,0.0769230769230769,1,0
348,1924,IND,TEN,5,0,11,0.0,0.0,0,0
349,1924,IND,ATH,27,0,13,0.0,0.0,0,0
350,1924,NZL,SWM,11,0,3,0.0,0.0,0,0
351,1924,NZL,ATH,27,0,2,0.0,0.0,1,0
352,1924,NZL,BOX,8,0,1,0.0,0.1666666666666666,0,0
353,1924,ECU,ATH,27,0,4,0.0,0.0,0,0
354,1924,PHI,ATH,27,0,2,0.0,0.0,0,0
355,1928,NOR,ATH,27,0,16,0.0277777777777777,0.0555555555555555,1,0
356,1928,NOR,FEN,7,0,15,0.0,0.0,0,0
357,1928,NOR,SAL,3,0,9,0.7647058823529411,1.0,5,4
358,1928,NOR,BOX,8,0,5,0.0434782608695652,0.1304347826086956,0,0
359,1928,NOR,WRF,7,0,7,0.0,0.0714285714285714,0,0
360,1928,NOR,EDR,2,0,13,0.0,0.0,3,0
361,1928,NOR,CRD,2,0,4,0.0,0.0,0,0
362,1928,NOR,SWM,11,0,1,0.0,0.0,0,0
363,1928,EGY,FBL,1,0,16,0.0,0.0,0,0
364,1928,EGY,FEN,7,0,18,0.0,0.0,0,0
365,1928,EGY,WRF,7,0,4,0.0,0.0,1,1
366,1928,EGY,DIV,4,0,3,0.0,0.0,2,0
367,1928,EGY,WLF,5,0,2,0.0,0.0,1,1
368,1928,USA,ATH,27,0,108,0.146551724137931,0.3620689655172414,34,15
369,1928,USA,FEN,7,0,28,0.0,0.0694444444444444,1,0
370,1928,USA,FBL,1,0,11,0.0,0.0,0,0
371,1928,USA,WRF,7,0,7,0.1470588235294117,0.3529411764705882,2,1
372,1928,USA,ROW,7,0,26,0.6216216216216216,1.0,18,11
373,1928,USA,DIV,4,0,12,0.2058823529411764,0.5588235294117647,9,4
374,1928,USA,GAR,8,0,56,0.0131578947368421,0.0131578947368421,0,0
375,1928,USA,SWM,11,0,37,0.4054054054054054,0.6486486486486487,21,16
376,1928,USA,EDR,2,0,12,0.0,0.0303030303030303,0,0
377,1928,USA,SAL,3,0,11,0.0922746781115879,0.2081545064377682,0,0
378,1928,USA,BOX,8,0,8,0.15625,0.3125,3,0
379,1928,USA,WPO,1,0,9,0.0,0.4285714285714285,0,0
380,1928,USA,MPN,1,0,3,0.0,0.0,0,0
381,1928,USA,CRD,2,0,7,0.0,0.0,0,0
382,1928,IND,ATH,27,0,10,0.0,0.0,0,0
383,1928,IND,HOC,1,0,14,0.0,0.0,14,14
384,1928,SUI,FBL,1,0,11,0.0,1.0,0,0
385,1928,SUI,WLF,5,0,10,0.0,0.3636363636363636,0,0
386,1928,SUI,FEN,7,0,19,0.0,0.0,0,0
387,1928,SUI,CRD,2,0,13,0.0,0.0,0,0
388,1928,SUI,HOC,1,0,16,0.0231958762886597,0.0927835051546391,0,0
389,1928,SUI,WRF,7,0,11,0.1875,0.4375,3,1
390,1928,SUI,DIV,4,0,1,0.0,0.0,0,0
391,1928,SUI,ROW,7,0,13,0.4117647058823529,0.7058823529411765,8,3
392,1928,SUI,WPO,1,0,7,0.0,0.0,0,0
393,1928,SUI,ATH,27,0,16,0.0,0.0434782608695652,0,0
394,1928,SUI,EDR,2,0,18,0.05,0.25,1,0
395,1928,SUI,SAL,3,0,1,0.0,0.0,0,0
396,1928,SUI,GAR,8,0,56,0.0277777777777777,0.1944444444444444,16,12
397,1928,SUI,SWM,11,0,1,0.0,0.0,0,0
398,1928,GER,FBL,1,0,11,0.0,0.0,0,0
399,1928,GER,ROW,7,0,23,0.0,0.0,2,2
400,1928,GER,WPO,1,0,8,0.0,0.0,8,8
401,1928,GER,BOX,8,0,8,0.0,0.0,1,0
402,1928,GER,ATH,27,0,73,0.0,0.0,18,1
403,1928,GER,SWM,11,0,29,0.0,0.0,3,1
404,1928,GER,CRD,2,0,12,0.0,0.0,2,0
405,1928,GER,SAL,3,0,6,0.0,0.0,0,0
406,1928,GER,WLF,5,0,10,0.0,0.0,3,2
407,1928,GER,HOC,1,0,19,0.0,0.0,19,0
408,1928,GER,DIV,4,0,11,0.0,0.0,0,0
409,1928,GER,FEN,7,0,26,0.0,0.0,3,1
410,1928,GER,EDR,2,0,18,0.0,0.0,5,4
411,1928,GER,WRF,7,0,6,0.0,0.0,4,1
412,1928,GER,MPN,1,0,3,0.0,0.0,1,0
413,1928,GBR,WPO,1,0,9,0.5,0.5,0,0
414,1928,GBR,WRF,7,0,6,0.0,0.125,1,0
415,1928,GBR,ATH,27,0,65,0.0609756097560975,0.2865853658536585,8,2
416,1928,GBR,WLF,5,0,5,0.0,0.0,0,0
417,1928,GBR,ROW,7,0,23,0.1612903225806451,0.4838709677419355,16,4
418,1928,GBR,SWM,11,0,28,0.0138888888888888,0.2083333333333333,7,0
419,1928,GBR,FEN,7,0,28,0.0,0.0136986301369863,1,0
